State,Year,TotalC,TotalP,TotalE,TotalPrice,BiomassC,CoalC,CoalP,CoalE,CoalPrice,ElecC,ElecE,ElecPrice,FossFuelC,GeoC,GeoP,HydroC,HydroP,NatGasC,NatGasE,NatGasPrice,LPGC,LPGE,LPGPrice,GDP,POPESTIMATE
Ohio,2013,3739974.0,1149882.0,50067.0,20.02,126808.0,1104486.0,612270.0,2853.0,2.58,512848.0,13715.0,27.08,3170468.0,3435.0,0.0,5240.0,549.0,954374.0,6029.9,6.54,26992.0,738.4,27.53,558969.0,11572005.0
Ohio,2014,3809648.0,1547368.0,51385.5,20.01,129920.0,1057377.0,541830.0,2567.7,2.43,514119.0,14538.3,28.62,3208044.0,3435.0,0.0,4546.0,478.0,1044986.0,7437.8,7.41,27457.0,843.4,31.78,588827.75,11594163.0
Oklahoma,2010,1579910.0,2576077.0,17066.4,17.16,39320.0,346047.0,17580.0,614.8,1.78,197370.0,4362.9,22.3,1571983.0,23.0,0.0,27403.0,2809.0,697351.0,3916.8,6.73,11435.0,244.0,21.41,151317.5,3759481.0
Oklahoma,2011,1585212.0,2704301.0,19766.9,19.91,39133.0,378320.0,19094.0,686.1,1.81,204197.0,4636.6,22.91,1576848.0,23.0,0.0,14641.0,1507.0,676910.0,3500.1,6.27,10418.0,244.3,23.51,165277.5,3786527.0
Oklahoma,2012,1561913.0,2950525.0,19780.9,20.34,41310.0,327089.0,22004.0,666.2,2.04,202470.0,4442.0,22.16,1567142.0,24.0,0.0,10901.0,1146.0,712411.0,3102.3,5.3,8764.0,192.2,21.99,173911.5,3817059.0
Oklahoma,2013,1620837.0,3137443.0,19581.1,19.87,42616.0,335925.0,25054.0,697.9,2.08,204478.0,4629.3,23.23,1537652.0,24.0,0.0,20781.0,2178.0,682277.0,3146.3,5.9,10666.0,253.3,23.75,182447.25,3853118.0
Oklahoma,2014,1679856.0,3572829.0,20496.9,19.97,42870.0,336080.0,20607.0,680.0,2.02,210088.0,4944.3,24.15,1543910.0,24.0,0.0,13585.0,1428.0,665799.0,3454.2,6.93,10596.0,285.6,26.95,190170.5,3878051.0
Oregon,2010,975067.0,393763.0,12716.1,19.2,59498.0,42556.0,0.0,72.7,1.71,157041.0,3478.4,22.15,628380.0,1114.0,0.0,297970.0,30542.0,242914.0,1677.0,7.09,5956.0,142.8,23.98,191393.0,3837083.0
Oregon,2011,1002476.0,513597.0,14924.3,22.37,57460.0,35135.0,0.0,64.7,1.84,160949.0,3792.9,23.57,572458.0,1286.0,0.0,411131.0,42315.0,203607.0,1477.5,7.45,6208.0,170.6,27.48,200267.5,3867644.0
Oregon,2012,975044.0,496254.0,14994.4,22.78,61814.0,28259.0,0.0,55.6,1.97,159302.0,3834.9,24.07,575060.0,1476.0,26.0,375027.0,39410.0,220578.0,1337.9,6.2,5689.0,138.2,24.3,196982.25,3898684.0
Oregon,2013,991867.0,458848.0,14882.5,22.2,71299.0,38900.0,0.0,78.4,2.01,162551.0,4018.9,24.72,608017.0,2803.0,165.0,315785.0,33098.0,244025.0,1495.3,6.23,6013.0,150.5,25.04,197732.75,3928068.0
Oregon,2014,987145.0,479935.0,14866.2,22.29,72449.0,34238.0,0.0,87.3,2.55,161507.0,4110.0,25.45,588438.0,2977.0,183.0,335341.0,35262.0,225576.0,1498.4,6.76,6029.0,159.4,26.44,203328.0,3970239.0
Pennsylvania,2010,3752280.0,3064745.0,49095.9,19.74,132240.0,1310670.0,1485775.0,3607.2,2.75,508265.0,15222.4,30.29,3469617.0,2018.0,0.0,22753.0,2332.0,909263.0,7209.8,8.73,55261.0,1554.5,28.19,588275.75,12711077.0
Pennsylvania,2011,3725014.0,3870671.0,55448.9,22.8,143718.0,1212984.0,1511491.0,3685.4,3.04,507560.0,15382.9,30.73,3412240.0,2180.0,0.0,31258.0,3217.0,1000509.0,7437.4,8.51,57268.0,1744.2,30.46,607403.25,12743995.0
Pennsylvania,2012,3623997.0,4730336.0,54238.3,22.97,141507.0,1093178.0,1390644.0,3282.6,3.0,493750.0,14218.8,29.12,3324396.0,2162.0,0.0,21334.0,2242.0,1079497.0,6576.7,7.09,48347.0,1456.2,30.12,626315.5,12770043.0
Pennsylvania,2013,3826959.0,5873742.0,54519.6,21.67,154219.0,1126118.0,1379262.0,3358.7,2.98,499018.0,14242.2,28.82,3472175.0,2162.0,0.0,24088.0,2525.0,1176660.0,7570.5,7.63,48235.0,1422.2,29.49,645382.5,12781296.0
Pennsylvania,2014,3902434.0,7087392.0,55665.8,21.44,148961.0,1039161.0,1566449.0,3006.4,2.89,500498.0,14984.4,30.2,3486721.0,2162.0,0.0,25117.0,2641.0,1257090.0,8819.3,8.19,48546.0,1516.0,31.23,672413.25,12787209.0
Rhode Island,2010,195314.0,3399.0,3689.9,23.63,6691.0,0.0,0.0,0.0,0.0,26611.0,1097.7,41.25,184732.0,20.0,0.0,36.0,4.0,95710.0,840.2,8.92,1342.0,41.6,31.03,49328.75,1053078.0
Rhode Island,2011,185731.0,3419.0,3907.3,26.16,6265.0,0.0,0.0,0.0,0.0,26383.0,1008.3,38.22,185371.0,127.0,0.0,72.0,7.0,102465.0,813.1,8.02,1469.0,53.3,36.27,49931.25,1052020.0
Rhode Island,2012,183879.0,2822.0,3844.0,26.59,5609.0,0.0,0.0,0.0,0.0,26301.0,982.1,37.34,178036.0,57.0,0.0,41.0,4.0,98435.0,670.3,6.88,1455.0,52.5,36.1,51491.75,1052637.0
Rhode Island,2013,199165.0,2627.0,4008.0,26.21,5458.0,0.0,0.0,0.0,0.0,26549.0,1067.3,40.2,171472.0,57.0,0.0,42.0,4.0,88274.0,755.2,8.67,1711.0,58.7,34.31,52808.5,1053354.0
Rhode Island,2014,204459.0,4304.0,4203.7,26.34,7068.0,0.0,0.0,0.0,0.0,26078.0,1178.0,45.17,178774.0,57.0,0.0,38.0,4.0,91259.0,854.7,9.67,1970.0,75.7,38.4,55098.25,1055173.0
South Carolina,2010,1643912.0,649978.0,18661.9,18.52,101716.0,404966.0,0.0,1500.1,3.7,281419.0,7003.9,24.89,1124533.0,624.0,0.0,23185.0,2376.0,225961.0,1547.6,6.96,11209.0,306.3,27.32,165237.0,4636290.0
South Carolina,2011,1601881.0,661898.0,21119.1,21.36,111632.0,366160.0,0.0,1410.6,3.85,274627.0,7081.3,25.78,1077992.0,605.0,0.0,15100.0,1554.0,235465.0,1432.6,6.18,9625.0,274.1,28.47,171152.75,4673054.0
South Carolina,2012,1558766.0,646738.0,20946.0,21.83,117091.0,298572.0,0.0,1189.5,3.98,265389.0,7079.7,26.68,1012652.0,648.0,0.0,13515.0,1420.0,250482.0,1268.9,5.14,8411.0,214.3,25.48,175434.0,4722621.0
South Carolina,2013,1590456.0,690644.0,21735.9,21.99,113934.0,257319.0,0.0,968.4,3.76,268190.0,7264.7,27.09,975757.0,648.0,0.0,30152.0,3160.0,236710.0,1458.2,6.23,8755.0,227.7,26.01,180855.75,4771929.0
South Carolina,2014,1632085.0,675110.0,21875.7,21.74,122321.0,305656.0,0.0,1115.3,3.65,278487.0,7889.8,28.33,1021676.0,648.0,0.0,24432.0,2569.0,235860.0,1596.0,6.84,9741.0,274.8,28.21,189655.5,4832482.0
South Dakota,2010,378514.0,225387.0,3877.3,17.21,63943.0,39061.0,0.0,77.8,1.99,38747.0,888.3,22.93,226232.0,1716.0,0.0,51110.0,5239.0,72926.0,441.1,6.63,7707.0,148.8,19.31,38043.75,816192.0
South Dakota,2011,378470.0,248370.0,4596.4,20.43,62472.0,32112.0,0.0,69.0,2.15,39851.0,939.8,23.58,218924.0,1962.0,0.0,64205.0,6608.0,73973.0,451.0,6.77,6744.0,157.6,23.37,42453.25,824171.0
South Dakota,2012,375950.0,248616.0,4786.1,21.05,58812.0,35574.0,0.0,80.0,2.25,40037.0,996.3,24.88,225164.0,1868.0,0.0,56915.0,5981.0,71501.0,376.1,5.87,6231.0,136.0,21.83,43258.5,834504.0
South Dakota,2013,389619.0,236679.0,4771.3,20.33,61515.0,34246.0,0.0,71.2,2.08,41660.0,1081.4,25.96,231578.0,1868.0,0.0,38761.0,4063.0,83871.0,462.0,6.09,7501.0,175.0,23.32,44909.5,845510.0
South Dakota,2014,391857.0,249789.0,4819.4,20.32,62730.0,33062.0,0.0,71.7,2.17,42154.0,1118.2,26.53,230463.0,1868.0,0.0,52288.0,5498.0,83464.0,549.3,7.11,6694.0,176.1,26.3,45600.0,853175.0
Tennessee,2010,2247273.0,505731.0,25580.6,18.67,91516.0,515464.0,45030.0,1419.1,2.75,353215.0,8851.1,25.3,1461432.0,205.0,0.0,79392.0,8138.0,263365.0,1997.0,8.13,14037.0,362.6,25.9,254343.0,6356628.0
Tennessee,2011,2195401.0,506701.0,29861.2,22.15,91048.0,481127.0,38576.0,1425.4,2.96,343702.0,9277.6,27.26,1427048.0,199.0,0.0,93037.0,9576.0,267929.0,1886.9,7.61,11999.0,328.9,27.45,264957.5,6398389.0
Tennessee,2012,2080953.0,468757.0,28787.6,22.37,96477.0,423086.0,28372.0,1204.3,2.85,328854.0,8860.3,27.23,1355061.0,213.0,0.0,78942.0,8296.0,281007.0,1578.8,6.01,9047.0,235.1,26.06,280843.0,6455177.0
Tennessee,2013,2132508.0,544916.0,29033.0,21.73,98518.0,399768.0,28376.0,1052.0,2.63,330773.0,8817.5,26.81,1344036.0,213.0,0.0,118721.0,12443.0,285308.0,1850.0,6.82,9879.0,279.2,28.43,289266.25,6497269.0
Tennessee,2014,2194512.0,499501.0,29614.6,21.47,101449.0,427509.0,21711.0,1127.7,2.64,341948.0,9379.0,27.59,1411675.0,213.0,0.0,84645.0,8901.0,311966.0,2232.9,7.48,10383.0,347.7,33.49,300015.25,6549352.0
Texas,2010,11687521.0,11412134.0,135014.3,17.36,179840.0,1568060.0,538258.0,2936.9,1.87,1223057.0,32698.3,27.69,10741110.0,2316.0,0.0,12310.0,1262.0,3689583.0,15761.4,5.18,1425319.0,24548.5,17.23,1251494.0,25245717.0
Texas,2011,11906249.0,12571450.0,163261.8,20.55,205461.0,1695239.0,605290.0,3212.5,1.9,1283134.0,33064.8,26.64,10979933.0,2488.0,0.0,5471.0,563.0,3800578.0,14900.1,4.73,1452532.0,30956.3,21.32,1351048.25,25657477.0
Texas,2012,11931169.0,14180982.0,152010.2,19.1,200181.0,1498818.0,578697.0,2865.1,1.91,1245735.0,30604.4,25.33,11054960.0,2478.0,0.0,5562.0,584.0,3964121.0,11266.1,3.52,1555977.0,23014.5,14.8,1440819.0,26094422.0
Texas,2013,12660976.0,15688922.0,158213.9,19.08,197910.0,1597357.0,564850.0,3189.5,2.0,1292524.0,32034.7,25.67,11616497.0,2478.0,0.0,4580.0,480.0,4143328.0,14021.6,4.46,1650880.0,23641.4,14.33,1527158.5,26505637.0
Texas,2014,12899498.0,17597105.0,162555.8,19.05,214603.0,1585961.0,576803.0,3213.9,2.03,1329553.0,33991.3,26.49,11752655.0,2478.0,0.0,3670.0,386.0,4219128.0,16884.0,5.22,1598099.0,24824.5,15.54,1601976.75,26956958.0
Utah,2010,756012.0,1073063.0,8387.3,16.89,7712.0,356148.0,445692.0,608.3,1.71,95686.0,1925.4,20.45,847682.0,3449.0,277.0,6785.0,696.0,229078.0,1184.8,6.25,4050.0,91.9,23.18,119037.0,2774346.0
Utah,2011,794058.0,1128821.0,10486.0,20.04,9209.0,346181.0,453869.0,622.7,1.8,98467.0,2032.3,20.98,858627.0,4027.0,330.0,11952.0,1230.0,230672.0,1216.2,6.5,4911.0,124.4,25.41,125496.5,2815324.0
Utah,2012,790154.0,1118599.0,10604.7,20.96,9560.0,322055.0,387129.0,629.5,1.95,101416.0,2303.4,23.1,829676.0,3993.0,335.0,7116.0,748.0,232630.0,1063.6,5.86,4285.0,98.9,23.45,129012.25,2855194.0
Utah,2013,831668.0,1122868.0,11068.3,20.52,10581.0,355230.0,385736.0,727.6,2.05,103977.0,2462.0,23.97,897843.0,3851.0,319.0,4818.0,505.0,258909.0,1264.7,6.29,5084.0,121.0,23.81,134922.25,2902787.0
Utah,2014,797995.0,1170681.0,10755.3,20.71,10562.0,344054.0,410997.0,726.3,2.11,102507.0,2487.0,24.57,875384.0,5769.0,522.0,6018.0,633.0,252691.0,1348.3,6.81,4575.0,117.0,25.58,140565.0,2942902.0
Vermont,2010,153697.0,80143.0,2783.6,23.75,19041.0,0.0,0.0,0.0,0.0,19090.0,740.8,38.81,90299.0,28.0,0.0,13140.0,1347.0,8502.0,97.3,11.47,9018.0,247.9,27.49,26406.5,625792.0
Vermont,2011,150475.0,80677.0,3223.2,27.86,17194.0,0.0,0.0,0.0,0.0,18937.0,765.9,40.44,88836.0,27.0,0.0,13843.0,1425.0,8679.0,98.9,11.46,8271.0,246.6,29.81,27564.5,626450.0
Vermont,2012,130412.0,77979.0,3227.9,29.2,16070.0,0.0,0.0,0.0,0.0,18803.0,783.6,41.68,84141.0,29.0,0.0,10555.0,1109.0,8290.0,91.8,11.23,9153.0,279.9,30.58,28146.0,626138.0
Vermont,2013,137527.0,84188.0,3325.3,28.29,20794.0,0.0,0.0,0.0,0.0,19065.0,816.6,42.83,89119.0,29.0,0.0,12269.0,1286.0,9746.0,101.6,10.52,10391.0,310.0,29.84,28610.75,626855.0
Vermont,2014,139897.0,85874.0,3274.9,27.6,20279.0,0.0,0.0,0.0,0.0,19004.0,811.5,42.7,90377.0,29.0,0.0,11177.0,1175.0,10848.0,112.8,10.52,10103.0,327.3,32.39,29661.75,626562.0
Virginia,2010,2483360.0,1096973.0,29847.2,19.12,119506.0,346161.0,564326.0,1222.3,3.53,388307.0,9893.7,25.48,1535604.0,1569.0,0.0,14636.0,1500.0,385931.0,2996.1,8.11,21572.0,594.3,27.55,423505.75,8025376.0
Virginia,2011,2380922.0,1085234.0,33423.7,22.25,116144.0,288348.0,562805.0,1128.1,3.91,376099.0,9747.7,25.92,1431388.0,1764.0,0.0,11760.0,1210.0,383527.0,2774.2,7.67,20844.0,553.7,26.56,431961.25,8110188.0
Virginia,2012,2343908.0,1045095.0,34366.7,22.69,118265.0,222270.0,493398.0,899.0,4.04,367796.0,9779.5,26.59,1432460.0,1701.0,0.0,9933.0,1044.0,424050.0,2426.8,5.98,18335.0,433.4,23.64,444527.5,8193422.0
Virginia,2013,2414477.0,1023009.0,34350.5,22.04,132138.0,290508.0,456766.0,1051.9,3.62,377066.0,9896.8,26.25,1512226.0,1701.0,0.0,11961.0,1254.0,435247.0,2798.4,6.7,22539.0,529.4,23.49,451877.5,8270345.0
Virginia,2014,2430205.0,979780.0,33979.6,21.66,150362.0,278183.0,393225.0,961.6,3.46,382480.0,10284.3,26.89,1500290.0,1701.0,0.0,9084.0,955.0,437322.0,3280.0,7.77,21423.0,541.8,25.29,462243.0,8326289.0
Washington,2010,2031428.0,907957.0,22762.2,18.33,115340.0,94934.0,0.0,220.2,2.32,308376.0,5959.3,19.63,1115899.0,1013.0,0.0,666221.0,68288.0,294871.0,2484.4,8.97,15836.0,388.9,25.2,362113.5,6741911.0
Washington,2011,2059630.0,1101186.0,27091.6,21.54,114621.0,56951.0,0.0,133.1,2.34,319789.0,6294.2,20.01,1042446.0,1262.0,0.0,892101.0,91818.0,272261.0,2484.3,9.77,16604.0,472.2,28.83,372286.75,6822112.0
Washington,2012,2037127.0,1108998.0,27632.5,21.79,112884.0,42656.0,0.0,89.1,2.09,315052.0,6349.4,20.49,1049562.0,1136.0,0.0,851343.0,89464.0,271947.0,2260.5,9.0,16186.0,410.8,25.83,390153.25,6896325.0
Washington,2013,2036309.0,1003330.0,26597.1,21.51,119013.0,74955.0,0.0,154.9,2.07,316916.0,6521.4,20.94,1113069.0,1136.0,0.0,745678.0,78155.0,327840.0,2267.9,8.02,16138.0,411.9,26.04,402789.0,6973742.0
Washington,2014,2011941.0,1027404.0,25804.2,21.11,121119.0,76547.0,0.0,200.3,2.62,314384.0,6494.1,21.04,1092335.0,1136.0,0.0,755695.0,79463.0,319784.0,2157.9,7.83,14874.0,393.4,27.24,422766.5,7061530.0
West Virginia,2010,738821.0,3699729.0,7925.9,17.26,25598.0,848129.0,3346117.0,2256.3,2.66,109293.0,2360.2,21.89,1165405.0,31.0,0.0,13340.0,1367.0,121780.0,700.3,8.42,4636.0,126.5,27.3,66961.0,1854176.0
West Virginia,2011,726341.0,3820203.0,9023.6,20.23,25409.0,822645.0,3321102.0,2227.1,2.71,106587.0,2430.5,23.16,1138906.0,30.0,0.0,14118.0,1453.0,124935.0,624.5,7.87,4323.0,121.2,28.04,70891.25,1854982.0
West Virginia,2012,720985.0,3720223.0,8945.3,21.13,24257.0,756716.0,3059090.0,2062.2,2.73,105148.0,2482.0,23.91,1083056.0,32.0,0.0,13622.0,1431.0,140133.0,542.5,7.2,4030.0,123.3,30.6,70914.75,1856313.0
West Virginia,2013,743612.0,3809750.0,8940.3,20.48,30008.0,771188.0,2874653.0,2021.9,2.62,107136.0,2483.3,23.2,1113141.0,32.0,0.0,16590.0,1739.0,153875.0,595.8,6.95,5866.0,181.3,30.91,72762.5,1853595.0
West Virginia,2014,752942.0,4154063.0,8756.3,19.97,30091.0,816460.0,2858022.0,2030.8,2.49,111559.0,2499.5,22.44,1163308.0,32.0,0.0,11811.0,1242.0,161661.0,678.4,7.38,4009.0,134.7,33.6,74432.75,1850326.0
Wisconsin,2010,1791199.0,329441.0,21593.9,18.48,137892.0,458442.0,0.0,1026.9,2.24,234583.0,6669.2,28.76,1361165.0,592.0,0.0,20603.0,2112.0,376627.0,3061.9,8.4,32179.0,647.4,20.22,253801.0,5689268.0
Wisconsin,2011,1778018.0,312552.0,24577.7,20.97,136188.0,447370.0,0.0,1169.2,2.61,234103.0,6943.9,30.01,1359984.0,574.0,0.0,20859.0,2147.0,399247.0,3028.0,7.82,32051.0,734.9,22.99,263634.75,5708785.0
Wisconsin,2012,1721543.0,333635.0,24139.9,21.41,133110.0,373281.0,0.0,937.8,2.51,234814.0,7015.7,30.25,1283286.0,615.0,0.0,14486.0,1522.0,410305.0,2563.0,6.42,27669.0,573.3,20.77,273879.75,5724888.0
Wisconsin,2013,1813458.0,310413.0,24929.5,20.43,134199.0,454554.0,0.0,1108.9,2.44,235851.0,7256.0,30.82,1418732.0,615.0,0.0,18880.0,1979.0,453608.0,3011.4,6.7,36388.0,814.5,22.39,281549.25,5742953.0
Wisconsin,2014,1868867.0,298603.0,26448.1,20.74,136809.0,417096.0,0.0,1018.7,2.44,237116.0,7335.7,30.99,1437711.0,615.0,0.0,23507.0,2472.0,477923.0,3981.2,8.42,36344.0,928.0,25.58,293341.25,5757564.0
Wyoming,2010,540122.0,10536570.0,4524.9,15.16,3330.0,484239.0,7658286.0,636.2,1.31,58391.0,1035.0,18.27,805265.0,598.0,0.0,9989.0,1024.0,154759.0,371.8,5.92,5226.0,115.0,22.17,39093.25,564358.0
Wyoming,2011,556548.0,10353148.0,5498.9,18.01,3974.0,467671.0,7591675.0,710.2,1.52,59429.0,1118.0,19.39,797726.0,670.0,0.0,11890.0,1224.0,161776.0,413.7,6.35,5481.0,139.7,25.55,41578.0,567631.0
Wyoming,2012,550182.0,9611304.0,5728.4,18.52,4165.0,490128.0,6973727.0,724.1,1.48,57906.0,1189.9,21.19,821266.0,663.0,0.0,8502.0,893.0,158546.0,380.6,5.61,4817.0,103.3,21.52,39909.0,576893.0
Wyoming,2013,539146.0,9233869.0,5532.1,18.41,4694.0,520699.0,6760447.0,813.0,1.56,58187.0,1254.7,22.24,839683.0,663.0,0.0,6782.0,711.0,155960.0,377.5,5.58,5113.0,118.6,23.2,40456.5,583223.0
Wyoming,2014,535612.0,9361755.0,5841.2,18.7,4566.0,489300.0,6880205.0,797.9,1.63,58461.0,1294.7,22.87,803967.0,663.0,0.0,8261.0,869.0,141763.0,456.1,6.66,5442.0,135.0,24.8,40875.5,584153.0
District of Columbia,2010,190529.0,95.0,2497.5,25.76,1027.0,71.0,0.0,0.2,2.63,40524.0,1586.0,39.14,58155.0,6.0,0.0,0.0,0.0,33717.0,415.8,12.41,21.0,0.6,28.26,104044.75,605210.0
District of Columbia,2011,183806.0,271.0,2453.0,26.66,1028.0,48.0,0.0,0.2,3.26,39450.0,1480.5,37.53,55887.0,59.0,0.0,0.0,0.0,33389.0,377.2,11.91,18.0,0.5,29.64,108029.0,620427.0
District of Columbia,2012,172963.0,277.0,2218.2,25.5,819.0,77.0,0.0,0.2,3.08,38415.0,1334.7,34.74,49025.0,22.0,0.0,0.0,0.0,29389.0,316.3,11.18,27.0,0.7,27.11,109760.0,635040.0
District of Columbia,2013,175560.0,323.0,2229.1,24.63,855.0,4.0,0.0,0.0,3.15,37824.0,1314.0,34.74,53357.0,22.0,0.0,0.0,0.0,34315.0,375.1,11.43,25.0,0.7,28.24,111816.5,649111.0
District of Columbia,2014,178929.0,360.0,2320.3,24.96,920.0,48.0,0.0,0.1,3.0,38193.0,1355.9,35.5,55217.0,22.0,0.0,0.0,0.0,35316.0,411.3,12.11,24.0,0.8,32.28,116539.25,658893.0
United States,2010,97446021.0,74593106.0,1212094.3,18.92,4235786.0,20828382.0,21831301.0,50473.7,2.42,12811519.0,365912.7,28.92,80891321.0,207979.0,15219.0,2538541.0,260203.0,24633507.0,161302.8,7.37,2820984.0,54706.5,19.45,14859772.5,309347057.0
United States,2011,96827465.0,77778786.0,1393001.3,21.88,4290667.0,19663856.0,22057248.0,50440.5,2.57,12794475.0,368009.4,29.12,79487114.0,212311.0,15316.0,3102852.0,319355.0,25014983.0,155943.5,7.03,2838955.0,65197.2,23.0,15406000.25,311721632.0
United States,2012,94411432.0,79032062.0,1356103.6,21.85,4249844.0,17380923.0,20585319.0,45245.1,2.6,12606145.0,360862.9,28.98,77530807.0,211592.0,15562.0,2628702.0,276240.0,26138351.0,132829.6,5.74,2911810.0,50772.0,17.47,16041239.75,314112078.0
United States,2013,97141368.0,81604540.0,1378359.7,21.45,4464695.0,18038771.0,19901802.0,45516.6,2.52,12709249.0,372069.5,29.64,79551830.0,214006.0,15775.0,2562382.0,268565.0,26858134.0,151611.5,6.44,3166737.0,55075.0,17.42,16548795.25,316497531.0
United States,2014,98385210.0,87228228.0,1394974.0,21.33,4611638.0,17996577.0,20170837.0,45118.9,2.51,12845157.0,389871.5,30.74,80425776.0,214490.0,15877.0,2466577.0,259367.0,27513198.0,174018.8,7.2,3090053.0,58652.3,19.03,17233140.0,318857056.0
